-46.959,17.4695,-8.00714,-0.0035809,-0.003194,-0.00801437,-3.62334e-05,8.03469e-06,-6.86721e-06,0
-47.0057,17.6768,-7.80064,-0.0113874,-0.00888963,-0.0102359,4.75376e-05,-3.68127e-05,7.17746e-06,148336
-47.0429,17.7366,-7.69643,-0.0105647,-0.00857132,-0.0155491,1.58747e-05,-6.87474e-05,-2.57081e-05,0.0151023
-47.0792,17.6784,-7.67008,-0.00487675,-0.00264643,-0.0104245,-4.60021e-05,-1.61153e-05,-1.11784e-05,0.0149687
-47.1458,17.5609,-7.70941,-0.00145563,0.00192578,-0.00178361,-7.49405e-05,2.08352e-06,-1.59563e-05,0.0159734
-47.2601,17.4434,-7.76595,0.00224114,0.00019413,0.000650083,-4.56999e-05,3.5726e-05,-2.32484e-06,0.0160678
-47.3354,17.3555,-7.78121,0.00340186,-0.00180276,-0.000865065,-2.36701e-05,2.52572e-05,-1.68829e-05,0.0148992
-47.3617,17.2969,-7.78288,0.00226183,0.00284015,0.000434104,4.75445e-06,2.20228e-05,-2.14316e-05,0.0160286
-47.3179,17.2962,-7.82991,0.00326589,0.00345634,-0.00430983,-1.17985e-05,1.20344e-05,-1.1304e-05,0.0160061
-47.2841,17.2959,-7.84915,0.000997737,0.00093741,-0.0102042,1.51063e-05,-6.08589e-06,8.04008e-06,0.0150599
-47.2615,17.2666,-7.83717,0.00219997,-0.00233931,-0.00411151,2.12511e-05,-2.85137e-05,2.92551e-06,0.0159632
-47.264,17.208,-7.83031,0.00563894,0.00885327,0.00720021,-2.9199e-05,3.16028e-05,7.88527e-06,0.0149868
-47.2615,17.2666,-7.83717,0.00687917,0.00422356,0.00306614,-3.6324e-05,6.22588e-05,-2.3798e-06,0.0150518
-47.2502,17.443,-7.79374,0.0056096,0.00208405,-0.00476844,-1.35707e-05,3.48172e-05,-3.09586e-05,0.0149636
-47.2613,17.6488,-7.76258,-0.000235292,1.90359e-05,-0.00688751,-5.18572e-05,1.51949e-05,-1.62135e-05,0.0159586
-47.2471,17.7966,-7.65193,-0.0014443,-0.000673854,-0.0105058,-6.21488e-05,1.09294e-05,-1.12127e-05,0.0150061
-47.2717,17.8277,-7.50793,-0.000342094,-0.00139717,-0.01066,-6.67875e-05,4.75281e-06,-2.07973e-05,0.0149777
-47.2987,17.8004,-7.35683,-0.00347797,-0.00316532,0.00188018,-5.1123e-05,1.53782e-05,-7.28839e-06,0.0150345
-47.3171,17.7436,-7.22999,-0.00687798,-0.00234847,0.00240418,-1.83029e-05,-1.35106e-05,1.70293e-05,0.0159877
-47.3481,17.7157,-7.14305,-0.00130619,-0.000583297,0.00318022,-4.99809e-05,-6.6647e-06,-1.16045e-05,0.0149475
-47.3696,17.7742,-7.15867,0.00337713,-0.0018257,0.00307155,-7.23303e-05,3.79935e-05,-2.49272e-06,0.0150437
-47.3869,17.8337,-7.11015,0.00228218,-0.00239017,-0.00308253,-3.35776e-05,3.62056e-05,2.32815e-06,0.0160204
-47.3943,17.8928,-7.08945,-0.00128865,-0.00188816,-0.00709531,1.21012e-05,-1.4845e-05,-3.08129e-05,0.0159933
-47.403,17.9226,-7.06521,-1.68788e-05,-0.00490846,-0.000130134,-1.34288e-06,-2.62801e-05,2.18583e-05,0.0150186
-47.3703,17.8928,-7.08089,0.00215119,-0.00114737,-0.00178971,-1.9503e-05,-7.75058e-06,-6.74657e-06,0.0150057
-47.353,17.8333,-7.12939,0.000883362,0.00475516,-0.00514177,-4.43765e-05,1.025e-05,8.30813e-06,0.0159733
