8.1685,5.22731,-4.40939,0.0412275,-0.0870458,-0.243566,0.00218745,0.000784259,1.25394e-07,0
8.1685,5.22731,-4.40939,0.0377975,-0.0928086,-0.24563,0.00223401,0.000703012,1.46914e-05,173879
8.1685,5.22731,-4.40939,0.0396192,-0.0880354,-0.244488,0.00214093,0.000684427,-7.89811e-06,0.0159992
8.1685,5.22731,-4.40939,0.0330744,-0.0888834,-0.223856,0.00226853,0.000546433,3.02461e-05,0.015959
8.1685,5.22731,-4.40939,0.0315849,-0.0899077,-0.227527,0.00216868,0.000534093,2.14752e-05,0.0159796
8.1685,5.22731,-4.40939,0.0367101,-0.0959756,-0.249346,0.00229638,0.000662214,9.96809e-06,0.0159015
8.1685,5.22731,-4.40939,0.0291972,-0.0873523,-0.238319,0.00215941,0.000548013,3.15213e-05,0.0159686
8.1685,5.22731,-4.40939,0.0411327,-0.0895707,-0.250677,0.00225366,0.000713372,5.49936e-06,0.0159386
8.1685,5.22731,-4.40939,0.0350868,-0.0866437,-0.241359,0.00212282,0.000671451,2.56081e-05,0.0149662
8.1685,5.22731,-4.40939,0.0381076,-0.093832,-0.241837,0.00225424,0.000748179,3.75107e-05,0.0149624
8.1685,5.22731,-4.40939,0.0370877,-0.0855319,-0.243787,0.00209549,0.00063988,1.68913e-05,0.0149255
8.1685,5.22731,-4.40939,0.0376252,-0.0902228,-0.247844,0.00228349,0.000635067,1.08984e-05,0.0150168
8.1685,5.22731,-4.40939,0.037439,-0.0853603,-0.241712,0.00210347,0.000728592,1.56198e-05,0.0149615
8.1685,5.22731,-4.40939,0.0353302,-0.0916532,-0.242857,0.00219379,0.000666594,2.01108e-05,0.0159475
8.1685,5.22731,-4.40939,0.0359627,-0.0862585,-0.246462,0.00207849,0.000663316,7.19438e-06,0.0159608
8.1685,5.22731,-4.40939,0.0390101,-0.0854956,-0.243003,0.00228459,0.000711877,1.96683e-05,0.0159193
8.1685,5.22731,-4.40939,0.0336971,-0.08489,-0.240036,0.00211319,0.000612246,1.22709e-05,0.0149587
8.1685,5.22731,-4.40939,0.036479,-0.0923182,-0.24553,0.00220345,0.00067578,1.04874e-05,0.0149729
8.1685,5.22731,-4.40939,0.0348383,-0.0815589,-0.238504,0.00209911,0.00063184,3.13819e-05,0.0149362
8.1685,5.22731,-4.40939,0.0354748,-0.0914256,-0.242638,0.00225566,0.000652415,3.42396e-05,0.0150129
8.1685,5.22731,-4.40939,0.0357144,-0.0824676,-0.244896,0.00207404,0.000608075,8.24216e-06,0.0159491
8.1685,5.22731,-4.40939,0.0364359,-0.089665,-0.247729,0.00221978,0.000666832,2.03734e-05,0.0160872
8.1685,5.22731,-4.40939,0.0334512,-0.0850269,-0.243341,0.00205859,0.000590894,2.72329e-05,0.0147754
8.1685,5.22731,-4.40939,0.0363082,-0.0884633,-0.243704,0.00213867,0.000680118,3.96072e-05,0.0160167
8.1685,5.22731,-4.40939,0.0331549,-0.0840102,-0.247014,0.00199112,0.000581932,1.84541e-05,0.0159661
8.1685,5.22731,-4.40939,0.0351937,-0.0890864,-0.250119,0.00222387,0.000642526,1.60564e-05,0.0159415
8.1685,5.22731,-4.40939,0.0345998,-0.0792115,-0.240941,0.00201942,0.000649902,2.71489e-05,0.0160037
8.1685,5.22731,-4.40939,0.0364854,-0.0935782,-0.246626,0.00220257,0.000672127,1.99732e-05,0.0159563
8.1685,5.22731,-4.40939,0.0344336,-0.0807317,-0.242407,0.00198349,0.000636575,8.40987e-06,0.0158654
8.1685,5.22731,-4.40939,0.03541,-0.0915533,-0.247814,0.00223564,0.000673403,2.00103e-05,0.01601
8.1685,5.22731,-4.40939,0.0352852,-0.0790119,-0.247199,0.00191338,0.000640176,9.11865e-06,0.0159593
8.1685,5.22731,-4.40939,0.0342015,-0.0921967,-0.242626,0.00225116,0.000613072,2.51805e-05,0.0159894
8.1685,5.22731,-4.40939,0.0365075,-0.0755983,-0.245853,0.00196732,0.000634474,1.39437e-05,0.0148909
8.1685,5.22731,-4.40939,0.0341319,-0.0909562,-0.245156,0.00225912,0.000605221,1.59555e-05,0.0149391
8.1685,5.22731,-4.40939,0.0331502,-0.0801856,-0.24709,0.0019405,0.000640968,1.83286e-05,0.0160007
8.1685,5.22731,-4.40939,0.0341003,-0.0896445,-0.23991,0.00221895,0.000609185,3.50496e-05,0.0159632
8.1685,5.22731,-4.40939,0.0354849,-0.0787069,-0.248055,0.0019691,0.000645379,3.73444e-05,0.0148875
8.1685,5.22731,-4.40939,0.0351538,-0.0904299,-0.248929,0.00222221,0.00062349,1.13807e-05,0.0149812
8.1685,5.22731,-4.40939,0.0354472,-0.0761974,-0.243352,0.00197034,0.000636922,1.8477e-05,0.0150032
8.1685,5.22731,-4.40939,0.0318955,-0.0896414,-0.237469,0.00221255,0.000618585,3.48365e-05,0.0149617
8.1685,5.22731,-4.40939,0.0334345,-0.080045,-0.246175,0.00194837,0.00071429,1.73036e-05,0.0149509
8.1685,5.22731,-4.40939,0.0375436,-0.0877059,-0.246455,0.00222444,0.000663292,2.0544e-05,0.0159473
8.1685,5.22731,-4.40939,0.035734,-0.0799793,-0.238782,0.00196718,0.000687904,1.72735e-05,0.0159523
8.1685,5.22731,-4.40939,0.035922,-0.0925651,-0.230909,0.00224086,0.000749093,2.77073e-05,0.0159395
8.1685,5.22731,-4.40939,0.055554,-0.0639141,-0.273031,0.00154032,0.00111815,7.63792e-06,0.015968
8.19,5.22731,-4.40978,0.13833,0.0063382,-0.273335,-6.23745e-05,0.00297954,-1.45787e-05,0.0159525
8.25398,5.20257,-4.4382,0.283448,0.121772,-0.229702,-0.00262967,0.0058389,-3.66286e-05,0.0149347
8.31341,5.20412,-4.71409,0.110651,0.0154958,-0.0557197,-0.00029092,0.00125051,4.84391e-05,0.0150364
8.53411,5.20977,-5.54258,0.214933,0.0127585,-0.163144,-0.000620931,0.00433158,0.000195882,0.0149708
8.74778,5.29475,-6.68896,-0.0452874,-0.004254,-0.00984288,6.14671e-05,-0.000460687,-2.21963e-05,0.0159537
8.83213,5.30799,-7.83972,-0.027957,-0.00845425,-0.0301459,7.5329e-05,-0.000294489,-4.8016e-06,0.0159233
8.62256,5.14626,-8.75092,0.311945,-0.10647,-0.222194,0.00269161,0.0056695,-0.000893707,0.01598
8.28065,5.19712,-8.81484,-0.116059,-0.148259,-0.197824,0.00410544,-0.00182813,-5.69563e-05,0.0159202
7.91789,5.17299,-8.86053,-0.00565082,-0.171426,-0.220881,0.0044825,0.000147678,-2.3135e-05,0.0159435
7.57821,5.17225,-8.8047,0.00574033,-0.131829,-0.197649,0.00271812,0.000128352,-3.88339e-05,0.0160438
7.11152,5.17076,-8.69715,-0.0103507,-0.351659,-0.233909,0.00695046,-0.00073767,-0.000222579,0.0159185
6.08785,5.14775,-8.80926,0.134538,-0.369005,-0.391247,0.00814531,0.00263106,-0.000309551,0.0149224
5.27546,5.12746,-9.10097,0.298617,-0.49801,-0.733151,0.0124647,0.00743523,-0.000335403,0.0149439
4.82732,5.02994,-9.22997,0.666177,-0.85056,-1.60227,0.0210426,0.0162445,-0.000191906,0.0149755
4.84753,5.05641,-9.3278,0.740537,-0.498384,-2.05418,0.0131323,0.0185263,-1.59862e-06,0.0160182
4.91158,5.05601,-9.30352,0.320014,-0.23596,-2.86804,0.00740621,0.00917824,6.85107e-05,0.0159319
5.12451,5.08048,-9.27864,-0.0673681,0.201118,-3.69367,-0.00256768,0.000738499,0.000248377,0.0149452
5.16735,5.10495,-9.25186,-0.357797,0.230847,-4.31755,-0.00270165,-0.00558593,7.6916e-05,0.0149677
5.0826,5.12943,-9.22362,-0.383833,-0.0976165,-4.88137,0.00532816,-0.00584073,-0.000281153,0.0159862
